time,Average speed (km/h),Barometric pressure (kPa),Calculated boost (bar),Calculated engine load value (%),Distance travelled (km),Distance travelled (total) (km),Engine coolant temperature (℃),Engine RPM (rpm),Engine RPM x1000 (rpm),Intake manifold absolute pressure (kPa),Long term fuel % trim - Bank 1 (%),OBD Module Voltage (V),Short term fuel % trim - Bank 1 (%),Vehicle acceleration (g),Vehicle speed (km/h)
1376,81.764706,101.237817,-0.274719,48.048835,0.022782,25.230424,92.886995,3299.735492,3.299735,73.765923,-2.485061,14.250719,-3.046530,-0.185028,81.764706
1377,81.260504,101.271061,-0.313183,41.160294,0.022642,25.253066,93.135245,3319.227615,3.319228,69.952763,-2.027441,13.929488,-0.150879,-0.185028,81.260504
1378,80.756303,101.814473,-0.295966,46.942454,0.022502,25.275569,92.742079,3240.528270,3.240528,72.217908,0.994727,14.262549,-5.196986,-0.185028,80.756303
1379,80.252101,101.414437,-0.305469,43.569147,0.022362,25.297931,92.706230,3258.962593,3.258963,70.867577,-0.936039,14.571565,0.568505,-0.185028,80.252101
1380,79.747899,101.634909,-0.341360,38.762789,0.022222,25.320153,92.467000,3652.268309,3.652268,67.498900,0.919758,14.026091,1.728720,-0.185028,79.747899
1381,79.243697,101.033801,-0.296893,45.914107,0.022082,25.342235,91.330824,3550.517923,3.550518,71.344459,0.338581,14.470486,4.379624,-0.185028,79.243697
1382,78.739496,101.661778,-0.295752,45.370656,0.021942,25.364178,91.295106,3686.723142,3.686723,72.086608,1.109136,14.047088,-0.932786,-0.185028,78.739496
1383,78.235294,100.911588,-0.296152,44.870428,0.021802,25.385980,91.957060,3563.260758,3.563261,71.296387,-0.236244,14.341852,-0.755616,-0.185028,78.235294
1384,77.731092,100.984788,-0.305516,44.214358,0.021662,25.407642,91.191108,3540.743583,3.540744,70.433215,0.065339,14.370634,-4.429277,-0.185028,77.731092
1385,77.226891,101.626047,-0.313006,44.039380,0.021522,25.429164,91.091396,3609.740030,3.609740,70.325415,0.894823,13.883281,-1.588489,-0.185028,77.226891
1386,76.722689,100.711833,-0.307268,44.265351,0.021382,25.450545,91.512065,3567.419272,3.567419,69.985077,-4.137964,14.090908,-1.308651,-0.185028,76.722689
1387,76.218487,101.063969,-0.301110,46.219110,0.021242,25.471787,90.870609,3591.317742,3.591318,70.952944,0.341742,13.932705,-0.621477,-0.185028,76.218487
1388,75.714286,101.099100,-0.301149,46.352774,0.021102,25.492889,90.361198,3491.376956,3.491377,70.984202,0.781345,13.950200,-4.423885,-0.185028,75.714286
1389,75.210084,101.645022,-0.306520,44.064830,0.020962,25.513851,90.387709,3476.872492,3.476872,70.993030,1.028763,14.228221,1.945441,-0.185028,75.210084
1390,74.705882,101.484524,-0.316684,43.104867,0.020822,25.534672,90.138884,3530.031057,3.530031,69.816111,2.122647,14.222029,0.860976,-0.185028,74.705882
1391,74.201681,100.886755,-0.330422,41.699390,0.020682,25.555354,89.755936,3463.972257,3.463972,67.844586,1.845300,14.579941,0.731434,-0.185028,74.201681
1392,73.697479,100.712601,-0.305646,44.286200,0.020542,25.575896,89.610024,3459.521626,3.459522,70.148032,-0.703427,14.381164,2.110801,-0.185028,73.697479
1393,73.193277,100.834214,-0.298352,45.457180,0.020401,25.596297,90.273449,3379.367273,3.379367,70.998994,2.812292,14.180742,-1.993062,-0.185028,73.193277
1394,72.689076,101.500918,-0.324870,40.000896,0.020261,25.616558,90.743491,3333.130195,3.333130,69.013921,-2.105311,14.275388,1.043306,-0.185028,72.689076
1395,72.184874,100.624587,-0.295937,47.383832,0.020121,25.636680,90.784958,3379.054906,3.379055,71.030870,-0.032465,14.500981,-1.032369,-0.185028,72.184874
1396,71.680672,101.644877,-0.344398,36.769932,0.019981,25.656661,90.924241,3361.676466,3.361676,67.205032,2.430436,14.059060,1.254430,-0.185028,71.680672
1397,71.176471,101.656933,-0.342825,38.457658,0.019841,25.676502,90.908645,3276.511303,3.276511,67.374387,2.233943,14.029475,1.391520,-0.185028,71.176471
1398,70.672269,101.661316,-0.342798,38.618494,0.019701,25.696204,91.514355,3291.083278,3.291083,67.381508,0.472580,14.185638,1.211606,-0.185028,70.672269
1399,70.168067,101.735894,-0.345486,36.647316,0.019561,25.715765,90.963768,3258.380108,3.258380,67.187275,-0.753619,14.163002,0.986100,-0.185028,70.168067
1400,69.663866,101.115420,-0.283360,46.514796,0.019421,25.735186,91.356432,3267.674781,3.267675,72.779381,2.563798,14.253482,-0.626889,-0.185028,69.663866
1401,69.159664,101.136147,-0.312512,42.614462,0.019281,25.754467,90.978287,3253.232179,3.253232,69.884942,-1.222204,14.403499,0.365631,-0.185028,69.159664
1402,68.655462,101.231415,-0.355551,35.328815,0.019141,25.773608,90.342690,3198.349182,3.198349,65.676306,-1.908925,14.146071,2.586306,-0.185028,68.655462
1403,68.151261,101.296861,-0.324896,42.759326,0.019001,25.792609,90.980085,3165.037659,3.165038,68.807236,0.525156,14.083079,1.700805,-0.185028,68.151261
1404,67.647059,101.197459,-0.329850,40.218291,0.018861,25.811470,91.336550,3239.085547,3.239086,68.212473,-2.595157,14.177002,2.079289,-0.185028,67.647059
1405,67.142857,101.058167,-0.296366,46.216134,0.018721,25.830191,91.656537,3132.803091,3.132803,71.421547,-0.949400,14.167703,-0.985337,-0.185028,67.142857
1406,66.638655,100.948446,-0.336546,38.412889,0.018581,25.848771,91.098047,3146.574239,3.146574,67.293804,-0.497003,14.483892,2.334228,-0.185028,66.638655
1407,66.134454,100.926785,-0.306454,40.769446,0.018441,25.867212,90.746781,3147.088259,3.147088,70.281336,-0.039227,14.441646,-1.545100,-0.185028,66.134454
1408,65.630252,101.217737,-0.335451,41.692425,0.018301,25.885513,90.672041,3158.162243,3.158162,67.672674,-0.606495,14.273707,0.698707,-0.185028,65.630252
1409,65.126050,100.777973,-0.344065,37.398694,0.018161,25.903673,90.662548,3163.795459,3.163795,66.371485,-0.849858,14.186790,1.134747,-0.185028,65.126050
1410,64.621849,100.545109,-0.336242,37.790992,0.018021,25.921694,90.222934,3070.542089,3.070542,66.920943,0.263761,14.056233,2.139799,-0.185028,64.621849
1411,64.117647,101.344943,-0.318490,44.355744,0.017880,25.939574,91.288353,3104.828762,3.104829,69.495906,0.592830,14.174176,1.363070,-0.185028,64.117647
1412,63.613445,101.436471,-0.341133,37.664474,0.017740,25.957315,90.746686,3061.985186,3.061985,67.323157,-3.366550,14.039354,1.107759,-0.185028,63.613445
1413,63.109244,101.092945,-0.314891,43.740576,0.017600,25.974915,90.728815,3024.231316,3.024231,69.603811,0.318322,14.283841,1.981241,-0.185028,63.109244
1414,62.605042,101.693982,-0.352900,35.588832,0.017460,25.992375,90.643367,3048.548924,3.048549,66.404018,0.911751,14.034115,-0.484494,-0.185028,62.605042
1415,62.100840,101.234376,-0.349023,36.976761,0.017320,26.009696,90.434334,3069.161762,3.069162,66.332080,-0.046989,14.085949,0.617401,-0.185028,62.100840
1416,61.596639,101.188621,-0.339476,38.208285,0.017180,26.026876,89.833898,2999.645459,2.999645,67.241070,-2.398550,14.384797,-2.518415,-0.185028,61.596639
1417,61.092437,101.774506,-0.309526,43.614928,0.017040,26.043916,89.524188,3002.751720,3.002752,70.821925,-0.533297,14.169667,-3.569209,-0.185028,61.092437
1418,60.588235,100.704758,-0.324026,39.522344,0.016900,26.060816,90.016838,2979.920006,2.979920,68.302184,1.004318,14.049237,-0.129649,-0.185028,60.588235
1419,60.084034,101.507406,-0.345145,37.169810,0.016760,26.077576,90.008610,3022.413881,3.022414,66.992951,0.104006,14.366796,0.422925,-0.185028,60.084034
1420,59.579832,100.985498,-0.302723,44.791687,0.016620,26.094196,91.011529,3358.210616,3.358211,70.713181,-1.046314,14.104949,1.049725,-0.185028,59.579832
1421,59.075630,101.399838,-0.318790,42.126451,0.016480,26.110676,92.127879,3225.695503,3.225696,69.520788,1.077094,14.425115,0.338366,-0.185028,59.075630
1422,58.571429,101.360860,-0.337270,37.714243,0.016340,26.127016,91.576370,3324.266578,3.324267,67.633828,-1.235063,14.207354,0.356635,-0.185028,58.571429
1423,58.067227,101.346920,-0.299525,43.908996,0.016200,26.143216,91.838024,3281.351873,3.281352,71.394433,3.706038,14.383484,-0.470331,-0.185028,58.067227
1424,57.563025,101.574826,-0.333767,40.043082,0.016060,26.159276,91.487661,3243.848008,3.243848,68.198164,0.220133,14.089413,1.135264,-0.185028,57.563025
1425,57.058824,101.334815,-0.296119,45.333666,0.015920,26.175195,90.733590,3255.760852,3.255761,71.722881,0.013587,14.307990,-1.476978,-0.185028,57.058824
1426,56.554622,101.338374,-0.328791,40.055630,0.015780,26.190975,90.324680,3302.062310,3.302062,68.459264,0.199602,14.037025,0.186080,-0.185028,56.554622
1427,56.050420,101.465117,-0.314499,41.737924,0.015640,26.206614,89.774189,3262.129498,3.262129,70.015222,-2.464458,14.243060,-2.521710,-0.185028,56.050420
1428,55.546218,101.099215,-0.315818,41.630762,0.015500,26.222114,89.634575,3182.651814,3.182652,69.517384,1.137536,14.254338,0.519214,-0.185028,55.546218
1429,55.042017,101.666024,-0.320735,38.269850,0.015359,26.237473,89.545066,3152.714694,3.152715,69.592534,1.092391,14.083305,4.682752,-0.185028,55.042017
1430,54.537815,101.118078,-0.319630,41.966610,0.015219,26.252693,89.466180,3140.571568,3.140572,69.155093,-0.110907,14.181450,-0.151392,-0.185028,54.537815
1431,54.033613,101.430088,-0.324480,40.142484,0.015079,26.267772,89.503089,3095.016961,3.095017,68.982080,0.561219,14.491063,2.424670,-0.185028,54.033613
1432,53.528871,101.282811,-0.312175,42.343678,0.014939,26.282712,90.183599,3120.483435,3.120483,70.065305,-1.347579,14.183773,-0.564202,-0.185227,53.528871
1433,53.020934,101.385266,-0.361161,34.354344,0.014799,26.297510,90.639640,3066.758494,3.066758,65.269175,-0.484515,14.232524,-0.917864,-0.186399,53.020934
1434,52.497675,101.030169,-0.347706,35.857657,0.014655,26.312165,91.580998,3106.105736,3.106106,66.259568,-0.870529,14.167169,0.679841,-0.192022,52.497675
1435,51.917445,101.349981,-0.337067,38.348845,0.014502,26.326668,92.513355,2997.122899,2.997123,67.643308,-0.617747,14.558124,-0.065452,-0.212928,51.917445
1436,51.176706,101.147430,-0.312233,42.779668,0.014319,26.340986,92.387453,3090.618258,3.090618,69.924177,0.837232,14.097104,3.468737,-0.271831,51.176706
1437,50.102459,101.111004,-0.334970,38.726586,0.014067,26.355053,91.892924,2923.123494,2.923123,67.613962,-0.823298,13.992629,-2.186997,-0.300000,50.102459
1438,48.541785,100.860534,-0.337814,38.090163,0.013701,26.368753,91.341398,2801.335866,2.801336,67.079178,-1.959754,14.364666,1.764156,-0.300000,48.541785
1439,46.556310,101.140214,-0.348617,36.166453,0.013208,26.381961,91.575534,2903.011520,2.903012,66.278548,-1.198448,13.925683,-1.707488,-0.300000,46.556310
1440,44.541580,101.278968,-0.376810,32.814758,0.012652,26.394614,92.178457,2712.261894,2.712262,63.597977,-2.400689,14.227599,-0.761358,-0.300000,44.541580
1441,43.050723,101.248627,-0.363882,33.380043,0.012166,26.406779,91.534086,2663.444754,2.663445,64.860407,-0.036429,14.418300,0.523360,-0.300000,43.050723
1442,42.418334,101.370586,-0.340965,38.026974,0.011871,26.418650,91.057901,2562.131913,2.562132,67.274118,-1.211053,14.369729,-1.002964,-0.232069,42.418334
1443,42.575832,100.965382,-0.321330,40.656328,0.011805,26.430455,91.732301,2688.727514,2.688728,68.832402,-1.984441,14.186692,-0.295070,0.057798,42.575832
1444,43.210231,101.126563,-0.346516,37.810669,0.011915,26.442370,90.613676,2733.893195,2.733893,66.474943,-2.350567,14.148051,1.357154,0.232807,43.210231
1445,43.995905,101.529807,-0.354077,36.397912,0.012112,26.454482,90.013882,2651.982388,2.651982,66.122100,-2.968915,14.384606,1.342398,0.288321,43.995905
1446,44.687959,101.504706,-0.310395,42.919374,0.012317,26.466799,89.539905,2758.108285,2.758108,70.465218,1.786920,14.466705,-1.352060,0.253965,44.687959
1447,45.174636,100.823339,-0.339242,38.844155,0.012481,26.479280,90.526755,2725.271031,2.725271,66.899182,0.776082,14.030695,-0.614385,0.178597,45.174636
1448,45.535841,101.039951,-0.340651,39.251739,0.012599,26.491878,89.970484,2696.978618,2.696979,66.974826,-0.300301,13.899120,-0.449507,0.132552,45.535841
1449,45.965501,101.410031,-0.334847,39.511234,0.012709,26.504587,89.576826,2753.700223,2.753700,67.925311,-1.993910,14.206105,0.052822,0.157673,45.965501
1450,46.564566,100.743292,-0.358365,35.076380,0.012851,26.517438,89.836085,2818.714710,2.818715,64.906743,-0.506737,14.375799,-1.583916,0.219841,46.564566
1451,47.238881,101.336625,-0.333150,39.821557,0.013028,26.530467,89.661277,2924.410450,2.924410,68.021654,-0.066807,14.211625,1.264367,0.247455,47.238881
1452,47.813772,101.520707,-0.332765,38.949425,0.013202,26.543668,89.438912,2816.797959,2.816798,68.244170,-0.694330,14.145015,0.112636,0.210969,47.813772
1453,48.211696,101.618246,-0.305745,42.128075,0.013337,26.557005,90.078648,2778.816026,2.778816,71.043770,1.161640,14.083707,-2.184842,0.146027,48.211696
1454,48.485991,101.935938,-0.344848,39.054551,0.013430,26.570435,90.498319,2874.149115,2.874149,67.451156,0.596875,14.000499,-0.632005,0.100659,48.485991
1455,48.702913,101.558643,-0.329018,39.380795,0.013498,26.583934,90.231569,2780.643141,2.780643,68.656857,-0.735588,14.028502,-3.572366,0.079604,48.702913
1456,48.855120,101.111824,-0.353116,36.220420,0.013550,26.597484,90.347616,2963.923537,2.963924,65.800209,0.906856,14.103627,0.027907,0.055856,48.855120
1457,48.919992,100.981391,-0.361110,36.435584,0.013580,26.611064,90.951257,2948.295537,2.948296,64.870422,-2.196405,14.098764,-2.151959,0.023806,48.919992
1458,48.941733,101.555092,-0.273484,51.806447,0.013592,26.624655,90.863081,2931.892184,2.931892,74.206674,-0.614212,14.182778,-2.152802,0.007978,48.941733
1459,48.998019,101.011825,-0.311021,40.556215,0.013603,26.638258,91.688340,2947.063943,2.947064,69.909752,1.519608,14.067100,-0.315715,0.020655,48.998019
1460,49.105989,101.085709,-0.344077,36.507670,0.013626,26.651884,90.995870,2875.813791,2.875814,66.678037,0.400346,14.265470,2.369751,0.039622,49.105989
1461,49.202019,101.317755,-0.322308,41.522803,0.013654,26.665538,91.268455,2937.058238,2.937058,69.086967,2.916600,14.102842,0.525695,0.035240,49.202019
1462,49.209411,101.123327,-0.347120,38.311755,0.013668,26.679206,91.301855,2991.267313,2.991267,66.411334,0.418542,14.073868,1.887700,0.002713,49.209411
1463,49.114253,101.474474,-0.311748,42.104710,0.013656,26.692862,91.134198,2884.982552,2.884983,70.299631,-0.892564,14.329773,-0.902561,-0.034921,49.114253
1464,48.974846,101.700888,-0.307895,43.372226,0.013623,26.706485,90.305318,2942.786162,2.942786,70.911429,0.347664,14.206635,1.784118,-0.051159,48.974846
1465,48.860482,101.464226,-0.366981,30.950257,0.013588,26.720074,90.734617,2845.854520,2.845855,64.766139,-0.946989,14.061780,0.411199,-0.041968,48.860482
1466,48.793426,101.175610,-0.356042,36.652853,0.013563,26.733637,90.264735,2889.905092,2.889905,65.571440,-1.430628,14.200306,1.277383,-0.024608,48.793426
1467,48.750239,101.471558,-0.361933,33.556635,0.013548,26.747184,89.985364,2896.666885,2.896667,65.278211,1.396984,14.084086,2.777358,-0.015848,48.750239
1468,48.683602,100.920319,-0.354008,37.429917,0.013532,26.760717,89.799956,2960.769928,2.960770,65.519548,-1.362931,14.570369,3.469794,-0.024454,48.683602
1469,48.526456,101.133410,-0.382172,33.697388,0.013501,26.774218,89.549405,2836.840387,2.836840,62.916235,-1.097290,14.204042,-0.159917,-0.057668,48.526456
1470,48.212939,100.849340,-0.311139,41.522225,0.013436,26.787654,89.472801,2863.811259,2.863811,69.735483,-0.863359,14.206734,1.921849,-0.115052,48.212939
1471,47.740219,101.582876,-0.333918,39.476268,0.013327,26.800981,89.326698,2820.534824,2.820535,68.191117,-2.085236,14.122959,-0.813718,-0.173475,47.740219
1472,47.203006,101.380130,-0.368320,34.959761,0.013187,26.814168,89.320016,2836.670576,2.836671,64.548118,-1.125848,14.167412,-0.533525,-0.197143,47.203006
1473,46.743252,101.339046,-0.352123,35.685496,0.013048,26.827216,89.284470,2757.040945,2.757041,66.126754,-1.741100,14.063813,-2.655016,-0.168717,46.743252
1474,46.455554,101.340635,-0.357868,35.050928,0.012944,26.840160,88.813521,2817.893888,2.817894,65.553816,-1.426395,14.148765,-3.726507,-0.105577,46.455554
1475,46.335396,101.490311,-0.351654,33.915065,0.012888,26.853048,89.205797,2824.700028,2.824700,66.324941,-0.750188,14.047271,-1.271703,-0.044095,46.335396
1476,46.299092,101.764075,-0.348186,38.881196,0.012866,26.865914,89.072786,2796.243088,2.796243,66.945450,-0.542692,14.374416,-2.716896,-0.013323,46.299092
1477,46.243281,101.160849,-0.330717,41.570984,0.012853,26.878767,89.680561,2835.105650,2.835106,68.089143,3.761551,14.447218,1.758891,-0.020481,46.243281
1478,46.102807,101.208830,-0.341514,38.582509,0.012826,26.891593,89.943578,2846.026718,2.846027,67.057389,0.095843,14.396007,-4.290458,-0.051550,46.102807
1479,45.870111,101.563356,-0.354714,32.538681,0.012774,26.904367,89.957082,2748.671992,2.748672,66.091927,0.860699,14.114243,-1.053796,-0.085393,45.870111
1480,45.546450,101.486179,-0.327753,40.461528,0.012697,26.917063,88.750493,2693.661689,2.693662,68.710906,-2.501885,14.034765,1.628695,-0.118775,45.546450
1481,45.080126,101.347372,-0.352215,35.404159,0.012587,26.929650,88.927862,2706.938713,2.706939,66.125914,-0.535717,14.328409,0.048777,-0.171128,45.080126
1482,44.397354,100.867343,-0.343740,37.254319,0.012427,26.942078,88.788752,2742.467951,2.742468,66.493312,-0.933673,14.291775,0.081426,-0.250559,44.397354
1483,43.511228,102.009357,-0.360208,35.758469,0.012210,26.954287,88.460010,2684.839970,2.684840,65.988547,0.294637,14.109470,-4.976237,-0.300000,43.511228
1484,42.560343,101.586382,-0.362800,33.161135,0.011954,26.966242,88.842094,2639.520663,2.639521,65.306395,0.981801,14.286802,0.895889,-0.300000,42.560343
1485,41.707074,100.980977,-0.382857,28.662715,0.011704,26.977946,88.751220,2662.160422,2.662160,62.695285,-0.149252,13.800747,2.867249,-0.300000,41.707074
1486,40.995580,101.409165,-0.407237,27.244486,0.011486,26.989432,88.850367,2624.178406,2.624178,60.685486,-1.955852,14.064671,-0.481757,-0.261099,40.995580
1487,40.328178,101.707292,-0.365089,33.738811,0.011295,27.000727,89.111520,2548.047888,2.548048,65.198373,-0.888556,14.114944,2.432869,-0.244918,40.328178
1488,39.605372,101.431839,-0.321044,39.533481,0.011102,27.011829,89.011687,2992.448042,2.992448,69.327405,-0.633345,14.365376,0.450914,-0.265250,39.605372
1489,38.888529,101.659462,-0.309460,41.506593,0.010902,27.022731,89.445660,2980.768320,2.980768,70.713500,-0.420511,14.362649,1.550234,-0.263062,38.888529
1490,38.370333,101.440898,-0.338008,40.043777,0.010730,27.033461,88.819119,2916.363322,2.916363,67.640137,-0.282078,14.256453,1.413930,-0.190164,38.370333
1491,38.146333,101.153958,-0.338303,37.946143,0.010627,27.044088,88.663500,2956.280446,2.956280,67.323680,0.430350,14.056972,2.111050,-0.082202,38.146333
1492,38.062405,101.537286,-0.352257,38.261108,0.010585,27.054673,88.647678,2983.606524,2.983607,66.311630,0.033152,14.237026,0.706585,-0.030799,38.062405
1493,37.832232,101.678353,-0.352672,35.796755,0.010541,27.065214,88.835007,2952.736801,2.952737,66.411134,1.029949,14.177219,-0.107063,-0.084467,37.832232
1494,37.276879,101.377235,-0.356736,34.627677,0.010432,27.075646,89.798500,2894.840946,2.894841,65.703662,-0.315323,14.217091,-1.189994,-0.203799,37.276879
1495,36.435619,100.738978,-0.339072,37.748604,0.010238,27.085884,90.801476,2898.273948,2.898274,66.831730,-1.774150,14.281515,-0.025414,-0.300000,36.435619
1496,35.493696,101.731535,-0.344463,38.890997,0.009990,27.095874,90.999141,2843.307290,2.843307,67.285194,-0.651449,13.975609,-3.622636,-0.300000,35.493696
1497,34.631948,100.967623,-0.368390,33.910781,0.009740,27.105613,91.657911,2802.810433,2.802810,64.128618,1.152219,14.004473,-0.275614,-0.300000,34.631948
1498,33.919713,101.204501,-0.329894,37.469977,0.009521,27.115135,91.627461,2666.043426,2.666043,68.215092,1.191789,14.274514,-1.275570,-0.261370,33.919713
1499,33.328122,101.234133,-0.363401,33.494065,0.009340,27.124475,91.499504,2642.131752,2.642132,64.894035,-2.207077,14.227829,-2.720362,-0.217097,33.328122
1500,32.838840,101.715807,-0.356627,34.715220,0.009190,27.133664,91.389050,2676.172565,2.676173,66.053100,-0.316948,14.253600,-2.866310,-0.179553,32.838840
1501,32.509764,101.558417,-0.365078,34.298843,0.009076,27.142741,92.066965,2596.822526,2.596823,65.050596,0.800069,14.072952,0.559705,-0.120762,32.509764
1502,32.402366,101.132460,-0.370487,33.630883,0.009016,27.151756,91.475799,2681.351940,2.681352,64.083748,-0.509249,14.077050,1.695458,-0.039412,32.402366
1503,32.471491,101.318257,-0.326882,39.500394,0.009010,27.160766,91.111216,2521.175536,2.521176,68.630050,0.557673,14.325463,0.807477,0.025367,32.471491
1504,32.560614,101.638490,-0.320720,39.735320,0.009032,27.169799,91.409829,2693.750109,2.693750,69.566469,-1.151452,13.985717,2.284984,0.032706,32.560614
1505,32.497786,101.134948,-0.360045,35.512598,0.009036,27.178835,91.088923,2660.299103,2.660299,65.130423,3.188755,14.425366,-2.566035,-0.023056,32.497786
1506,32.191597,101.730736,-0.365436,34.257687,0.008985,27.187819,91.102453,2656.106424,2.656106,65.187176,1.421886,14.210621,-0.382565,-0.112363,32.191597
1507,31.671007,101.098064,-0.347488,36.780092,0.008870,27.196689,90.725104,2540.256899,2.540257,66.349277,-2.581762,14.193643,-1.890620,-0.191042,31.671007
1508,31.062687,101.425759,-0.382538,29.927926,0.008713,27.205402,90.587200,2464.505430,2.464505,63.172005,0.554385,14.220261,2.540373,-0.223237,31.062687
1509,30.523067,101.261633,-0.373111,32.001024,0.008554,27.213956,90.785507,2503.612208,2.503612,63.950509,-0.880441,14.229485,-3.316492,-0.198025,30.523067
1510,30.182420,101.656156,-0.368970,36.078402,0.008431,27.222387,90.921849,2496.520223,2.496520,64.759108,-0.840849,14.340810,2.259508,-0.125008,30.182420
1511,30.126305,100.949356,-0.357106,35.536697,0.008376,27.230763,89.802070,2468.338648,2.468339,65.238787,0.155217,14.117710,3.596228,-0.020593,30.126305
1512,30.378849,101.295849,-0.345631,34.934485,0.008403,27.239167,90.064648,2495.174253,2.495174,66.732740,2.557225,14.349396,1.458703,0.092677,30.378849
1513,30.871484,101.573993,-0.348727,35.948519,0.008507,27.247674,90.274487,2558.429995,2.558430,66.701273,1.272278,14.204766,-2.745364,0.180783,30.871484
1514,31.445628,101.339319,-0.385051,33.329208,0.008655,27.256329,89.873509,2572.296110,2.572296,62.834177,-0.922540,14.146648,-1.344167,0.210695,31.445628
1515,31.914074,101.556297,-0.383725,31.578950,0.008800,27.265129,89.959984,2649.074789,2.649075,63.183841,0.211919,14.090108,-3.601608,0.171907,31.914074
1516,32.147091,101.046010,-0.374587,30.965830,0.008897,27.274026,89.113985,2596.596382,2.596596,63.587356,-2.225614,14.137439,-1.260558,0.085511,32.147091
1517,32.124702,101.501077,-0.341984,37.772388,0.008927,27.282953,89.084409,2686.841383,2.686841,67.302648,0.092306,14.228852,3.063315,-0.008216,32.124702
1518,31.917317,101.557313,-0.351618,35.798622,0.008895,27.291847,89.137738,2523.808226,2.523808,66.395503,-3.106908,14.118227,-1.111596,-0.076105,31.917317
1519,31.629790,101.019207,-0.369062,34.238668,0.008826,27.300673,89.680358,2624.094842,2.624095,64.113053,0.106682,14.251506,1.799688,-0.105514,31.629790
1520,31.384702,101.101982,-0.337888,37.567215,0.008752,27.309425,89.566218,2546.850574,2.546851,67.313172,2.625334,14.297179,0.635588,-0.089941,31.384702
1521,31.324204,101.600518,-0.370525,34.347195,0.008710,27.318135,89.681969,2536.404403,2.536404,64.548009,0.615303,14.154914,-0.402960,-0.022201,31.324204
1522,31.545034,100.843887,-0.356656,35.221861,0.008732,27.326867,89.689832,2614.050285,2.614050,65.178332,1.131957,14.500157,-0.888608,0.081039,31.545034
1523,32.018084,101.522474,-0.358225,34.549269,0.008828,27.335695,90.186361,2693.233070,2.693233,65.699951,-0.156819,13.684332,-0.173213,0.173596,32.018084
1524,32.614206,100.765570,-0.356829,35.643284,0.008977,27.344672,89.795421,2655.189158,2.655189,65.082645,0.073950,14.493809,1.110749,0.218760,32.614206
1525,33.225275,101.018399,-0.351375,35.342617,0.009144,27.353816,89.974329,2713.287875,2.713288,65.880877,0.298135,14.040465,0.380146,0.224245,33.225275
1526,33.842669,101.676751,-0.392299,28.607408,0.009315,27.363131,90.598045,2706.699074,2.706699,62.446836,0.552346,14.560650,2.130382,0.226567,33.842669
1527,34.522901,101.716671,-0.330587,39.295807,0.009495,27.372626,90.230467,2679.782854,2.679783,68.657942,0.796666,13.927497,0.113187,0.249627,34.522901
1528,35.299832,101.130526,-0.376521,33.775578,0.009698,27.382324,89.808384,2742.780248,2.742780,63.478441,-1.534164,14.354199,0.242726,0.285112,35.299832
1529,36.141690,101.393983,-0.328549,41.486635,0.009922,27.392246,90.788756,2905.049134,2.905049,68.539104,2.267390,14.090024,0.225574,0.300000,36.141690
1530,36.988761,101.346160,-0.332097,39.264825,0.010157,27.402403,90.474362,2875.027213,2.875027,68.136454,0.391622,14.218799,0.402525,0.300000,36.988761
1531,37.805287,101.685983,-0.311749,43.444007,0.010388,27.412791,90.460931,2938.007720,2.938008,70.511132,-1.259591,13.932236,-2.153761,0.299642,37.805287
1532,38.576919,101.377324,-0.319919,42.979751,0.010609,27.423400,90.943397,2966.507294,2.966507,69.385443,-2.473557,14.115672,-1.160657,0.283168,38.576919
1533,39.276423,101.185051,-0.325593,41.374974,0.010813,27.434213,92.030903,3104.453516,3.104454,68.625769,-0.669965,14.250759,4.283564,0.256698,39.276423
1534,39.878881,101.392775,-0.347848,33.944067,0.010994,27.445207,90.939089,3013.897184,3.013897,66.607999,-1.558719,14.379980,-3.673103,0.221085,39.878881
1535,40.427578,101.563199,-0.330279,36.237886,0.011154,27.456361,91.272889,2558.352619,2.558353,68.535330,-1.566952,14.400398,-1.724813,0.201357,40.427578
1536,41.040708,101.733658,-0.360241,35.150339,0.011315,27.467676,91.274907,2491.731143,2.491731,65.709538,-1.092691,14.270684,4.021405,0.225002,41.040708
1537,41.784285,101.301524,-0.368957,34.040187,0.011503,27.479179,90.611489,2546.819446,2.546819,64.405836,0.048620,14.117251,-0.186857,0.272872,41.784285
1538,42.545296,101.638342,-0.347603,35.343637,0.011712,27.490891,89.989906,2640.647384,2.640647,66.878087,0.160492,14.163206,1.909632,0.279270,42.545296
1539,43.108872,101.255139,-0.338911,38.154591,0.011896,27.502788,90.286105,2661.061671,2.661062,67.364004,0.428823,13.857129,1.736719,0.206817,43.108872
1540,43.374804,101.307388,-0.331496,39.198597,0.012012,27.514800,89.999029,2780.537114,2.780537,68.157824,-0.347078,14.006595,-2.431481,0.097590,43.374804
1541,43.441187,100.307732,-0.378596,29.528176,0.012058,27.526857,90.237126,2658.107058,2.658107,62.448152,-1.930484,14.162198,0.396561,0.024361,43.441187
1542,43.482655,101.194444,-0.369525,35.593246,0.012073,27.538930,90.502688,2645.844358,2.645844,64.241898,-1.126687,13.824707,-0.516974,0.015218,43.482655
1543,43.622616,101.760096,-0.358088,35.329204,0.012098,27.551028,90.606057,2689.199394,2.689199,65.951331,0.585080,14.028167,-0.085987,0.051362,43.622616
